onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
708.0	2.0	177.0	48	0	C	0.0	3	4	2.0	1.0	1/8	True	1	29.0	57.0	28.0	28b	3	177	False	True				False	90		ii65	G	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	1	1	1	-1	-1	-1	True	False	True
708.0	2.0	177.0	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	29.0	57.0	28.0	28b	5	177	False	True				False	90		ii65	G	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	1	1	1	3	3	3	True	False	False
710.0	2.0	177.5	47	5	B	0.0	3	4	2.0	1.0	1/8	True	1	29.0	57.0	28.0	28b	2	355/2	False	False				False	90		ii65	G	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	1	1	1	4	4	4	False	False	False
710.0	2.0	177.5	74	2	D	0.0	3	4	1.0	1.0	1/8	True	1	29.0	57.0	28.0	28b	5	355/2	False	False				False	90		ii65	G	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	1	1	1	1	1	1	False	False	False
712.0	2.0	178.0	48	0	C	0.0	3	4	2.0	1.0	1/8	True	1	29.0	57.0	28.0	28b	3	178	False	False				False	90		ii65	G	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	1	1	1	-1	-1	-1	True	False	True
712.0	2.0	178.0	76	4	E	0.0	3	4	1.0	1.0	1/8	True	1	29.0	57.0	28.0	28b	5	178	False	False				False	90		ii65	G	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	1	1	1	3	3	3	True	False	False
714.0	2.0	178.5	50	2	D	0.0	3	4	2.0	1.0	1/8	True	1	29.0	57.0	28.0	28b	3	357/2	False	False				False	90		ii65	G	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	1	1	1	1	1	1	False	False	False
714.0	2.0	178.5	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	29.0	57.0	28.0	28b	5	357/2	False	False				False	90		ii65	G	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	1	1	1	5	5	5	False	False	False
716.0	2.0	179.0	52	4	E	0.0	3	4	2.0	1.0	1/8	True	1	29.0	57.0	28.0	28b	3	179	False	True				False	91		ii43	G	I		ii43	ii		43			mm7	False	False	(3, 0, 2, -1)	()	2	3	major	major	I	I, major	ii		I	I	False	ii43	ii43, major		ii43, major		ii	1	1	1	3	3	3	True	False	True
716.0	2.0	179.0	79	1	G	0.0	3	4	1.0	1.0	1/8	True	1	29.0	57.0	28.0	28b	5	179	False	True				False	91		ii43	G	I		ii43	ii		43			mm7	False	False	(3, 0, 2, -1)	()	2	3	major	major	I	I, major	ii		I	I	False	ii43	ii43, major		ii43, major		ii	1	1	1	0	0	0	True	False	False
718.0	2.0	179.5	50	2	D	0.0	3	4	2.0	1.0	1/8	True	1	29.0	57.0	28.0	28b	3	359/2	False	False				False	91		ii43	G	I		ii43	ii		43			mm7	False	False	(3, 0, 2, -1)	()	2	3	major	major	I	I, major	ii		I	I	False	ii43	ii43, major		ii43, major		ii	1	1	1	1	1	1	False	False	False
718.0	2.0	179.5	78	6	F	1.0	3	4	1.0	1.0	1/8	True	1	29.0	57.0	28.0	28b	5	359/2	False	False				False	91		ii43	G	I		ii43	ii		43			mm7	False	False	(3, 0, 2, -1)	()	2	3	major	major	I	I, major	ii		I	I	False	ii43	ii43, major		ii43, major		ii	1	1	1	5	5	5	False	False	False
720.0	2.0	180.0	52	4	E	0.0	3	4	2.0	1.0	1/8	True	1	29.0	57.0	28.0	28b	3	180	False	False				False	91		ii43	G	I		ii43	ii		43			mm7	False	False	(3, 0, 2, -1)	()	2	3	major	major	I	I, major	ii		I	I	False	ii43	ii43, major		ii43, major		ii	1	1	1	3	3	3	True	False	True
720.0	2.0	180.0	79	1	G	0.0	3	4	1.0	1.0	1/8	True	1	29.0	57.0	28.0	28b	5	180	False	False				False	91		ii43	G	I		ii43	ii		43			mm7	False	False	(3, 0, 2, -1)	()	2	3	major	major	I	I, major	ii		I	I	False	ii43	ii43, major		ii43, major		ii	1	1	1	0	0	0	True	False	False
722.0	2.0	180.5	48	0	C	0.0	3	4	2.0	1.0	1/8	True	1	29.0	57.0	28.0	28b	3	361/2	False	True				False	92		ii65	G	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	1	1	1	-1	-1	-1	True	False	True
722.0	2.0	180.5	81	3	A	0.0	3	4	1.0	1.0	1/8	True	1	29.0	57.0	28.0	28b	5	361/2	False	True				False	92		ii65	G	I		ii65	ii		65			mm7	False	False	(-1, 3, 0, 2)	()	2	-1	major	major	I	I, major	ii		I	I	False	ii65	ii65, major		ii65, major		ii	1	1	1	2	2	2	True	True	False
724.0	4.0	181.0	50	2	D	0.0	3	4	2.0	1.0	1/4	True	1	29.0	57.0	28.0	28b	3	181	False	True				False	93		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	1	1	1	True	True	True
724.0	6.0	181.0	81	3	A	0.0	3	4	1.0	1.0	3/8	True	1	29.0	57.0	28.0	28b	5	181	False	True				False	93		V	G	I		V	V					M	False	False	(1, 5, 2)	()	1	1	major	major	I	I, major	V		I	I	False	V	V, major		V, major		V	1	1	1	2	2	2	True	False	False
728.0	4.0	182.0	38	2	D	0.0	3	4	2.0	1.0	1/4	True	1	29.0	57.0	28.0	28b	2	182	False	True				False	94		V7	G	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	1	1	1	1	1	1	True	True	True
730.0	2.0	182.5	79	1	G	0.0	3	4	1.0	1.0	1/8	True	1	29.0	57.0	28.0	28b	5	365/2	False	False				False	94		V7	G	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	1	1	1	0	0	0	False	False	False
732.0	12.0	183.0	43	1	G	0.0	3	4	2.0	1.0	3/4	True	1	30.0	58.0	29.0	29b	2	183	False	True	PAC	PAC	}	True	95		I|PAC}	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
732.0	12.0	183.0	79	1	G	0.0	3	4	1.0	1.0	3/4	True	1	30.0	58.0	29.0	29b	5	183	False	True	PAC	PAC	}	True	95		I|PAC}	G	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	1	1	1	0	0	0	True	True	True
																			86		True				False	48		V7	G	vi		V7	V		7			Mm7	False	True	(1, 5, 2, -1)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V7	V7, minor		V7, minor		V	1	4	4						
																			146		True				False	77		V7	G	vi		V7	V		7			Mm7	False	True	(1, 5, 2, -1)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V7	V7, minor		V7, minor		V	1	4	4						
