onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	beat_float	downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
24000.0	96.0	468.0	52	4	E	0.0	1.0	1	2	4	3.0	2.0	1/2	True	3	170.0	170.0	169.0	169a	3	500	False	True				False	392		I64	A	I		I64	I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	3	3	3	1	1	1	True	False	True
24000.0	96.0	468.0	57	3	A	0.0	1.0	1	2	4	2.0	1.0	1/2	True	3	170.0	170.0	169.0	169a	3	500	False	True				False	392		I64	A	I		I64	I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	3	3	3	0	0	0	True	True	False
24000.0	96.0	468.0	61	7	C	1.0	1.0	1	2	4	3.0	1.0	1/2	True	3	170.0	170.0	169.0	169a	4	500	False	True				False	392		I64	A	I		I64	I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	3	3	3	4	4	4	True	False	False
24000.0	96.0	468.0	64	4	E	0.0	1.0	1	2	4	2.0	1.0	1/2	False	3	170.0	170.0	169.0	169a	4	500	False	True				False	392		I64	A	I		I64	I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	3	3	3	1	1	1	True	False	True
24000.0	24.0	468.0	69	3	A	0.0	1.0	1	2	4	1.0	1.0	1/8	True	3	170.0	170.0	169.0	169a	4	500	False	True				False	392		I64	A	I		I64	I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	3	3	3	0	0	0	True	True	False
24024.0	72.0	468.5	52	4	E	0.0	1.5	0	2	4	4.0	1.0	3/8	True	3	170.0	170.0	169.0	169a	3	1001/2	False	False				False	392		I64	A	I		I64	I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	3	3	3	1	1	1	True	False	True
24072.0	24.0	469.5	45	3	A	0.0	2.5	0	2	4	4.0	2.0	1/8	True	3	170.0	170.0	169.0	169a	2	1003/2	False	False				False	392		I64	A	I		I64	I		64			M	False	False	(1, 0, 4)	()	0	1	major	major	I	I, major	I		I	I	False	I64	I64, major		I64, major		I	3	3	3	0	0	0	True	True	False
24096.0	24.0	470.0	45	3	A	0.0	1.0	1	2	4	4.0	2.0	1/8	True	3	171.0	171.0	170.0	170a	2	502	False	True				False	393		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	0	0	0	False	False	False
24096.0	96.0	470.0	52	4	E	0.0	1.0	1	2	4	3.0	2.0	1/2	True	3	171.0	171.0	170.0	170a	3	502	False	True				False	393		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	1	1	1	True	True	False
24096.0	96.0	470.0	52	4	E	0.0	1.0	1	2	4	4.0	1.0	1/2	True	3	171.0	171.0	170.0	170a	3	502	False	True				False	393		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	1	1	1	True	True	False
24096.0	24.0	470.0	59	5	B	0.0	1.0	1	2	4	2.0	2.0	1/8	True	3	171.0	171.0	170.0	170a	3	502	False	True				False	393		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	2	2	2	True	False	False
24096.0	96.0	470.0	59	5	B	0.0	1.0	1	2	4	3.0	1.0	1/2	True	3	171.0	171.0	170.0	170a	3	502	False	True				False	393		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	2	2	2	True	False	False
24096.0	24.0	470.0	64	4	E	0.0	1.0	1	2	4	2.0	1.0	1/8	False	3	171.0	171.0	170.0	170a	4	502	False	True				False	393		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	1	1	1	True	True	False
24120.0	72.0	470.5	44	8	G	1.0	1.5	0	2	4	4.0	2.0	3/8	True	3	171.0	171.0	170.0	170a	2	1005/2	False	False				False	393		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	5	5	5	True	False	True
24120.0	72.0	470.5	64	4	E	0.0	1.5	0	2	4	2.0	1.0	3/8	True	3	171.0	171.0	170.0	170a	4	1005/2	False	False				False	393		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	1	1	1	True	True	False
24168.0	24.0	471.5	59	5	B	0.0	2.5	0	2	4	2.0	2.0	1/8	True	3	171.0	171.0	170.0	170a	3	1007/2	False	False				False	393		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	2	2	2	True	False	False
24192.0	72.0	472.0	44	8	G	1.0	1.0	1	2	4	4.0	2.0	3/8	True	3	172.0	172.0	171.0	171a	2	504	False	False				False	393		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	5	5	5	True	False	True
24192.0	24.0	472.0	52	4	E	0.0	1.0	1	2	4	3.0	2.0	1/8	True	3	172.0	172.0	171.0	171a	3	504	False	False				False	393		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	1	1	1	True	True	False
24192.0	96.0	472.0	52	4	E	0.0	1.0	1	2	4	4.0	1.0	1/2	True	3	172.0	172.0	171.0	171a	3	504	False	False				False	393		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	1	1	1	True	True	False
24192.0	24.0	472.0	59	5	B	0.0	1.0	1	2	4	3.0	1.0	1/8	False	3	172.0	172.0	171.0	171a	3	504	False	False				False	393		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	2	2	2	True	False	False
24192.0	72.0	472.0	59	5	B	0.0	1.0	1	2	4	2.0	2.0	3/8	True	3	172.0	172.0	171.0	171a	3	504	False	False				False	393		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	2	2	2	True	False	False
24192.0	72.0	472.0	64	4	E	0.0	1.0	1	2	4	2.0	1.0	3/8	True	3	172.0	172.0	171.0	171a	4	504	False	False				False	393		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	1	1	1	True	True	False
24216.0	72.0	472.5	71	5	B	0.0	1.5	0	2	4	3.0	1.0	3/8	True	3	172.0	172.0	171.0	171a	4	1009/2	False	False				False	393		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	2	2	2	True	False	False
24264.0	24.0	473.5	47	5	B	0.0	2.5	0	2	4	4.0	2.0	1/8	True	3	172.0	172.0	171.0	171a	2	1011/2	False	False				False	393		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	2	2	2	True	False	False
24264.0	24.0	473.5	56	8	G	1.0	2.5	0	2	4	2.0	1.0	1/8	True	3	172.0	172.0	171.0	171a	3	1011/2	False	False				False	393		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	5	5	5	True	False	True
24264.0	24.0	473.5	64	4	E	0.0	2.5	0	2	4	3.0	2.0	1/8	True	3	172.0	172.0	171.0	171a	4	1011/2	False	False				False	393		V6	A	I		V6	V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	I	I, major	V		I	I	False	V6	V6, major		V6, major		V	3	3	3	1	1	1	True	True	False
24288.0	24.0	474.0	47	5	B	0.0	1.0	1	2	4	4.0	2.0	1/8	True	3	173.0	173.0	172.0	172a	2	506	False	True				False	395		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	2	2	2	False	False	False
24288.0	96.0	474.0	52	4	E	0.0	1.0	1	2	4	4.0	1.0	1/2	True	3	173.0	173.0	172.0	172a	3	506	False	True				False	395		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
24288.0	24.0	474.0	56	8	G	1.0	1.0	1	2	4	2.0	1.0	1/8	False	3	173.0	173.0	172.0	172a	3	506	False	True				False	395		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	5	5	5	False	False	False
24288.0	24.0	474.0	64	4	E	0.0	1.0	1	2	4	3.0	2.0	1/8	True	3	173.0	173.0	172.0	172a	4	506	False	True				False	395		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
24312.0	72.0	474.5	49	7	C	1.0	1.5	0	2	4	4.0	2.0	3/8	True	3	173.0	173.0	172.0	172a	3	1013/2	False	False				False	395		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	4	4	4	True	False	True
24312.0	72.0	474.5	57	3	A	0.0	1.5	0	2	4	2.0	1.0	3/8	True	3	173.0	173.0	172.0	172a	3	1013/2	False	False				False	395		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	0	0	0	True	True	False
24312.0	72.0	474.5	61	7	C	1.0	1.5	0	2	4	3.0	1.0	3/8	True	3	173.0	173.0	172.0	172a	4	1013/2	False	False				False	395		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	4	4	4	True	False	True
24312.0	72.0	474.5	64	4	E	0.0	1.5	0	2	4	2.0	1.0	3/8	True	3	173.0	173.0	172.0	172a	4	1013/2	False	False				False	395		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
24312.0	72.0	474.5	76	4	E	0.0	1.5	0	2	4	1.0	1.0	3/8	True	3	173.0	173.0	172.0	172a	5	1013/2	False	False				False	395		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
24360.0	24.0	475.5	52	4	E	0.0	2.5	0	2	4	3.0	2.0	1/8	True	3	173.0	173.0	172.0	172a	3	1015/2	False	False				False	395		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
24360.0	24.0	475.5	69	3	A	0.0	2.5	0	2	4	1.0	2.0	1/8	True	3	173.0	173.0	172.0	172a	4	1015/2	False	False				False	395		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	0	0	0	True	True	False
24384.0	24.0	476.0	49	7	C	1.0	1.0	1	2	4	4.0	2.0	1/8	True	3	174.0	174.0	173.0	173a	3	508	False	False				False	395		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	4	4	4	True	False	True
24384.0	24.0	476.0	52	4	E	0.0	1.0	1	2	4	3.0	2.0	1/8	True	3	174.0	174.0	173.0	173a	3	508	False	False				False	395		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
24384.0	24.0	476.0	52	4	E	0.0	1.0	1	2	4	4.0	1.0	1/8	True	3	174.0	174.0	173.0	173a	3	508	False	False				False	395		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
24384.0	24.0	476.0	57	3	A	0.0	1.0	1	2	4	2.0	1.0	1/8	False	3	174.0	174.0	173.0	173a	3	508	False	False				False	395		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	0	0	0	True	True	False
24384.0	24.0	476.0	61	7	C	1.0	1.0	1	2	4	3.0	1.0	1/8	True	3	174.0	174.0	173.0	173a	4	508	False	False				False	395		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	4	4	4	True	False	True
24384.0	24.0	476.0	64	4	E	0.0	1.0	1	2	4	2.0	1.0	1/8	False	3	174.0	174.0	173.0	173a	4	508	False	False				False	395		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
24384.0	24.0	476.0	69	3	A	0.0	1.0	1	2	4	1.0	2.0	1/8	True	3	174.0	174.0	173.0	173a	4	508	False	False				False	395		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	0	0	0	True	True	False
24384.0	24.0	476.0	76	4	E	0.0	1.0	1	2	4	1.0	1.0	1/8	True	3	174.0	174.0	173.0	173a	5	508	False	False				False	395		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	1	1	1	True	False	False
24408.0	24.0	476.5	61	7	C	1.0	1.5	0	2	4	1.0	1.0	1/8	True	3	174.0	174.0	173.0	173a	4	1017/2	False	False				False	395		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	4	4	4	True	False	True
24408.0	48.0	476.5	69	3	A	0.0	1.5	0	2	4	4.0	1.0	1/4	True	3	174.0	174.0	173.0	173a	4	1017/2	False	False				False	395		I6	A	I		I6	I		6			M	False	False	(4, 1, 0)	()	0	4	major	major	I	I, major	I		I	I	False	I6	I6, major		I6, major		I	3	3	3	0	0	0	True	True	False
24432.0	24.0	477.0	62	2	D	0.0	2.0	2	2	4	1.0	1.0	1/8	True	3	174.0	174.0	173.0	173a	4	509	False	True				False	396		VI	A	I		VI	VI					M	False	False	(3, 7, 4)	()	3	3	major	major	I	I, major	VI		I	I	False	VI	VI, major		VI, major		VI	3	3	3	-1	-1	-1	False	False	False
24456.0	24.0	477.5	66	6	F	1.0	2.5	0	2	4	4.0	1.0	1/8	True	3	174.0	174.0	173.0	173a	4	1019/2	False	True				False	397		V/ii	A	I		V/ii	V				ii	M	False	False	(3, 7, 4)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V/ii	V/ii, major		V/ii, major	ii	ii	3	3	5	3	3	1	True	True	True
24456.0	24.0	477.5	70	10	A	1.0	2.5	0	2	4	3.0	1.0	1/8	True	3	174.0	174.0	173.0	173a	4	1019/2	False	True				False	397		V/ii	A	I		V/ii	V				ii	M	False	False	(3, 7, 4)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V/ii	V/ii, major		V/ii, major	ii	ii	3	3	5	7	7	5	True	False	False
24456.0	24.0	477.5	73	7	C	1.0	2.5	0	2	4	2.0	1.0	1/8	True	3	174.0	174.0	173.0	173a	5	1019/2	False	True				False	397		V/ii	A	I		V/ii	V				ii	M	False	False	(3, 7, 4)	()	3	3	major	major	I	I, major	V/ii	ii	ii/I	ii	True	V/ii	V/ii, major		V/ii, major	ii	ii	3	3	5	4	4	2	True	False	False
24480.0	24.0	478.0	66	6	F	1.0	1.0	1	2	4	4.0	1.0	1/8	False	3	175.0	175.0	174.0	174a	4	510	False	True				False	398		ii64	A	I		ii64	ii		64			m	False	False	(3, 2, -1)	()	2	3	major	major	I	I, major	ii		I	I	False	ii64	ii64, major		ii64, major		ii	3	3	3	3	3	3	True	False	True
24480.0	24.0	478.0	71	5	B	0.0	1.0	1	2	4	3.0	1.0	1/8	True	3	175.0	175.0	174.0	174a	4	510	False	True				False	398		ii64	A	I		ii64	ii		64			m	False	False	(3, 2, -1)	()	2	3	major	major	I	I, major	ii		I	I	False	ii64	ii64, major		ii64, major		ii	3	3	3	2	2	2	True	True	False
24480.0	24.0	478.0	74	2	D	0.0	1.0	1	2	4	2.0	1.0	1/8	True	3	175.0	175.0	174.0	174a	5	510	False	True				False	398		ii64	A	I		ii64	ii		64			m	False	False	(3, 2, -1)	()	2	3	major	major	I	I, major	ii		I	I	False	ii64	ii64, major		ii64, major		ii	3	3	3	-1	-1	-1	True	False	False
24504.0	48.0	478.5	62	2	D	0.0	1.5	0	2	4	4.0	1.0	1/4	True	3	175.0	175.0	174.0	174a	4	1021/2	False	False				False	398		ii64	A	I		ii64	ii		64			m	False	False	(3, 2, -1)	()	2	3	major	major	I	I, major	ii		I	I	False	ii64	ii64, major		ii64, major		ii	3	3	3	-1	-1	-1	True	False	False
24504.0	48.0	478.5	66	6	F	1.0	1.5	0	2	4	3.0	1.0	1/4	True	3	175.0	175.0	174.0	174a	4	1021/2	False	False				False	398		ii64	A	I		ii64	ii		64			m	False	False	(3, 2, -1)	()	2	3	major	major	I	I, major	ii		I	I	False	ii64	ii64, major		ii64, major		ii	3	3	3	3	3	3	True	False	True
24504.0	48.0	478.5	78	6	F	1.0	1.5	0	2	4	2.0	1.0	1/4	True	3	175.0	175.0	174.0	174a	5	1021/2	False	False				False	398		ii64	A	I		ii64	ii		64			m	False	False	(3, 2, -1)	()	2	3	major	major	I	I, major	ii		I	I	False	ii64	ii64, major		ii64, major		ii	3	3	3	3	3	3	True	False	True
24504.0	24.0	478.5	85	7	C	1.0	1.5	0	2	4	1.0	1.0	1/8	True	3	175.0	175.0	174.0	174a	6	1021/2	False	False				False	398		ii64	A	I		ii64	ii		64			m	False	False	(3, 2, -1)	()	2	3	major	major	I	I, major	ii		I	I	False	ii64	ii64, major		ii64, major		ii	3	3	3	4	4	4	False	False	False
24528.0	24.0	479.0	86	2	D	0.0	2.0	2	2	4	1.0	1.0	1/8	True	3	175.0	175.0	174.0	174a	6	511	False	True				False	399		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	-1	-1	-1	True	False	False
24552.0	24.0	479.5	59	5	B	0.0	2.5	0	2	4	4.0	1.0	1/8	True	3	175.0	175.0	174.0	174a	3	1023/2	False	False				False	399		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	2	2	2	True	False	False
24552.0	24.0	479.5	68	8	G	1.0	2.5	0	2	4	3.0	1.0	1/8	True	3	175.0	175.0	174.0	174a	4	1023/2	False	False				False	399		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	5	5	5	True	False	False
24552.0	24.0	479.5	74	2	D	0.0	2.5	0	2	4	2.0	1.0	1/8	True	3	175.0	175.0	174.0	174a	5	1023/2	False	False				False	399		V7	A	I		V7	V		7			Mm7	False	False	(1, 5, 2, -1)	()	1	1	major	major	I	I, major	V		I	I	False	V7	V7, major		V7, major		V	3	3	3	-1	-1	-1	True	False	False
24576.0	24.0	480.0	59	5	B	0.0	1.0	1	2	4	4.0	1.0	1/8	False	3	176.0	176.0	175.0	175a	3	512	False	True				False	400		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	2	2	2	False	False	False
24576.0	24.0	480.0	64	4	E	0.0	1.0	1	2	4	3.0	1.0	1/8	True	3	176.0	176.0	175.0	175a	4	512	False	True				False	400		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	1	1	1	True	False	False
24576.0	24.0	480.0	74	2	D	0.0	1.0	1	2	4	2.0	1.0	1/8	False	3	176.0	176.0	175.0	175a	5	512	False	True				False	400		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	-1	-1	-1	False	False	False
24600.0	24.0	480.5	57	3	A	0.0	1.5	0	2	4	3.0	1.0	1/8	True	3	176.0	176.0	175.0	175a	3	1025/2	False	False				False	400		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
24600.0	48.0	480.5	61	7	C	1.0	1.5	0	2	4	4.0	1.0	1/4	True	3	176.0	176.0	175.0	175a	4	1025/2	False	False				False	400		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
24600.0	24.0	480.5	73	7	C	1.0	1.5	0	2	4	2.0	1.0	1/8	True	3	176.0	176.0	175.0	175a	5	1025/2	False	False				False	400		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
24600.0	48.0	480.5	85	7	C	1.0	1.5	0	2	4	1.0	1.0	1/4	True	3	176.0	176.0	175.0	175a	6	1025/2	False	False				False	400		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	4	4	4	True	False	False
24624.0	24.0	481.0	54	6	F	1.0	2.0	2	2	4	3.0	1.0	1/8	True	3	176.0	176.0	175.0	175a	3	513	False	False				False	400		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	3	3	3	False	False	False
24624.0	24.0	481.0	69	3	A	0.0	2.0	2	2	4	2.0	1.0	1/8	True	3	176.0	176.0	175.0	175a	4	513	False	False				False	400		I	A	I		I	I					M	False	False	(0, 4, 1)	()	0	0	major	major	I	I, major	I		I	I	False	I	I, major		I, major		I	3	3	3	0	0	0	True	True	True
24648.0	24.0	481.5	54	6	F	1.0	2.5	0	2	4	3.0	1.0	1/8	True	3	176.0	176.0	175.0	175a	3	1027/2	False	True				False	401		V43/V	A	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	3	3	4	3	3	2	True	False	True
24648.0	24.0	481.5	59	5	B	0.0	2.5	0	2	4	4.0	1.0	1/8	True	3	176.0	176.0	175.0	175a	3	1027/2	False	True				False	401		V43/V	A	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	3	3	4	2	2	1	True	True	False
24648.0	24.0	481.5	69	3	A	0.0	2.5	0	2	4	2.0	1.0	1/8	True	3	176.0	176.0	175.0	175a	4	1027/2	False	True				False	401		V43/V	A	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	3	3	4	0	0	-1	True	False	False
24648.0	24.0	481.5	87	9	D	1.0	2.5	0	2	4	1.0	1.0	1/8	True	3	176.0	176.0	175.0	175a	6	1027/2	False	True				False	401		V43/V	A	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	3	3	4	6	6	5	True	False	False
24672.0	24.0	482.0	54	6	F	1.0	1.0	1	2	4	3.0	1.0	1/8	False	3	177.0	177.0	176.0	176a	3	514	False	False				False	401		V43/V	A	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	3	3	4	3	3	2	True	False	True
24672.0	24.0	482.0	59	5	B	0.0	1.0	1	2	4	4.0	1.0	1/8	False	3	177.0	177.0	176.0	176a	3	514	False	False				False	401		V43/V	A	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	3	3	4	2	2	1	True	True	False
24672.0	24.0	482.0	69	3	A	0.0	1.0	1	2	4	2.0	1.0	1/8	False	3	177.0	177.0	176.0	176a	4	514	False	False				False	401		V43/V	A	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	3	3	4	0	0	-1	True	False	False
24672.0	24.0	482.0	87	9	D	1.0	1.0	1	2	4	1.0	1.0	1/8	True	3	177.0	177.0	176.0	176a	6	514	False	False				False	401		V43/V	A	I		V43/V	V		43		V	Mm7	False	False	(3, 0, 2, 6)	()	2	3	major	major	I	I, major	V/V	V	V/I	V	False	V43/V	V43/V, major		V43/V, major	V	V	3	3	4	6	6	5	True	False	False
24696.0	72.0	482.5	47	5	B	0.0	1.5	0	2	4	4.0	1.0	3/8	True	3	177.0	177.0	176.0	176a	2	1029/2	False	True			\\	True	402		V64\\	A	I		V64	V		64			M	False	False	(2, 1, 5)	()	1	2	major	major	I	I, major	V		I	I	False	V64	V64, major		V64, major		V	3	3	3	2	2	2	True	False	True
