onset_div	duration_div	continuous_beats	pitch	tpc	step	alter	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	is_harmony_onset	cadence	cadence_type	phraseend	is_phrase_ending	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	globalkey_tpc	localkey_tpc	tonicized_tpc	sic_with_global	sic_with_local	sic_with_tonicized	tpc_is_in_label	tpc_is_root	tpc_is_bass
1344.0	6.0	112.0	63	-3	E	-1.0	4	4	2.0	1.0	1/8	True	-3	29.0	29.0	29.0	29a	4	112	False	True				False	77	IV	Eb	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-3	-3	-3	0	0	0	True	False	False
1344.0	3.0	112.0	75	-3	E	-1.0	4	4	1.0	1.0	1/16	True	-3	29.0	29.0	29.0	29a	5	112	False	True				False	77	IV	Eb	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-3	-3	-3	0	0	0	True	False	False
1344.0	3.0	112.0	84	0	C	0.0	4	4	1.0	1.0	1/16	True	-3	29.0	29.0	29.0	29a	6	112	False	True				False	77	IV	Eb	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-3	-3	-3	3	3	3	True	False	False
1347.0	3.0	112.25	72	0	C	0.0	4	4	1.0	1.0	1/16	True	-3	29.0	29.0	29.0	29a	5	449/4	False	False				False	77	IV	Eb	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-3	-3	-3	3	3	3	True	False	False
1350.0	6.0	112.5	68	-4	A	-1.0	4	4	2.0	1.0	1/8	True	-3	29.0	29.0	29.0	29a	4	225/2	False	False				False	77	IV	Eb	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-3	-3	-3	-1	-1	-1	True	True	True
1353.0	3.0	112.75	72	0	C	0.0	4	4	1.0	1.0	1/16	True	-3	29.0	29.0	29.0	29a	5	451/4	False	False				False	77	IV	Eb	I		IV		IV					M	False	False	(-1, 3, 0)	()	-1	-1	major	major	I	I, major	IV		I	I	False	IV	IV, major		IV, major		IV	-3	-3	-3	3	3	3	True	False	False
1356.0	6.0	113.0	55	1	G	0.0	4	4	2.0	1.0	1/8	True	-3	29.0	29.0	29.0	29a	3	113	False	True				False	78	vi.V	Eb	vi		V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	-3	0	0	4	1	1	True	True	True
1356.0	6.0	113.0	62	2	D	0.0	4	4	2.0	1.0	1/8	True	-3	29.0	29.0	29.0	29a	4	113	False	True				False	78	vi.V	Eb	vi		V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	-3	0	0	5	2	2	True	False	False
1356.0	3.0	113.0	79	1	G	0.0	4	4	1.0	1.0	1/16	True	-3	29.0	29.0	29.0	29a	5	113	False	True				False	78	vi.V	Eb	vi		V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	-3	0	0	4	1	1	True	True	True
1356.0	3.0	113.0	83	5	B	0.0	4	4	1.0	1.0	1/16	True	-3	29.0	29.0	29.0	29a	5	113	False	True				False	78	vi.V	Eb	vi		V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	-3	0	0	8	5	5	True	False	False
1359.0	3.0	113.25	71	5	B	0.0	4	4	1.0	1.0	1/16	True	-3	29.0	29.0	29.0	29a	4	453/4	False	False				False	78	vi.V	Eb	vi		V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	-3	0	0	8	5	5	True	False	False
1362.0	6.0	113.5	67	1	G	0.0	4	4	2.0	1.0	1/8	True	-3	29.0	29.0	29.0	29a	4	227/2	False	False				False	78	vi.V	Eb	vi		V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	-3	0	0	4	1	1	True	True	True
1365.0	3.0	113.75	71	5	B	0.0	4	4	1.0	1.0	1/16	True	-3	29.0	29.0	29.0	29a	4	455/4	False	False				False	78	vi.V	Eb	vi		V		V					M	False	True	(1, 5, 2)	()	1	1	major	minor	vi	vi, major	V		vi	vi	True	V	V, minor		V, minor		V	-3	0	0	8	5	5	True	False	False
1368.0	6.0	114.0	57	3	A	0.0	4	4	2.0	1.0	1/8	True	-3	29.0	29.0	29.0	29a	3	114	False	True				False	79	V43(4)/V	Eb	vi		V43(4)/V		V		43	4	V	Mm7	False	True	(3, 0, 2, 1)	()	2	3	major	minor	vi	vi, major	V/V	V	V/vi	III	False	V43/V	V43/V, minor		V43(4)/V, minor	V	V	-3	0	1	6	3	2	True	False	True
1368.0	6.0	114.0	62	2	D	0.0	4	4	2.0	1.0	1/8	True	-3	29.0	29.0	29.0	29a	4	114	False	True				False	79	V43(4)/V	Eb	vi		V43(4)/V		V		43	4	V	Mm7	False	True	(3, 0, 2, 1)	()	2	3	major	minor	vi	vi, major	V/V	V	V/vi	III	False	V43/V	V43/V, minor		V43(4)/V, minor	V	V	-3	0	1	5	2	1	True	True	False
1368.0	3.0	114.0	79	1	G	0.0	4	4	1.0	1.0	1/16	True	-3	29.0	29.0	29.0	29a	5	114	False	True				False	79	V43(4)/V	Eb	vi		V43(4)/V		V		43	4	V	Mm7	False	True	(3, 0, 2, 1)	()	2	3	major	minor	vi	vi, major	V/V	V	V/vi	III	False	V43/V	V43/V, minor		V43(4)/V, minor	V	V	-3	0	1	4	1	0	True	False	False
1368.0	3.0	114.0	84	0	C	0.0	4	4	1.0	1.0	1/16	True	-3	29.0	29.0	29.0	29a	6	114	False	True				False	79	V43(4)/V	Eb	vi		V43(4)/V		V		43	4	V	Mm7	False	True	(3, 0, 2, 1)	()	2	3	major	minor	vi	vi, major	V/V	V	V/vi	III	False	V43/V	V43/V, minor		V43(4)/V, minor	V	V	-3	0	1	3	0	-1	True	False	False
1371.0	3.0	114.25	72	0	C	0.0	4	4	1.0	1.0	1/16	True	-3	29.0	29.0	29.0	29a	5	457/4	False	False				False	79	V43(4)/V	Eb	vi		V43(4)/V		V		43	4	V	Mm7	False	True	(3, 0, 2, 1)	()	2	3	major	minor	vi	vi, major	V/V	V	V/vi	III	False	V43/V	V43/V, minor		V43(4)/V, minor	V	V	-3	0	1	3	0	-1	True	False	False
1374.0	6.0	114.5	69	3	A	0.0	4	4	2.0	1.0	1/8	True	-3	29.0	29.0	29.0	29a	4	229/2	False	False				False	79	V43(4)/V	Eb	vi		V43(4)/V		V		43	4	V	Mm7	False	True	(3, 0, 2, 1)	()	2	3	major	minor	vi	vi, major	V/V	V	V/vi	III	False	V43/V	V43/V, minor		V43(4)/V, minor	V	V	-3	0	1	6	3	2	True	False	True
1377.0	3.0	114.75	72	0	C	0.0	4	4	1.0	1.0	1/16	True	-3	29.0	29.0	29.0	29a	5	459/4	False	False				False	79	V43(4)/V	Eb	vi		V43(4)/V		V		43	4	V	Mm7	False	True	(3, 0, 2, 1)	()	2	3	major	minor	vi	vi, major	V/V	V	V/vi	III	False	V43/V	V43/V, minor		V43(4)/V, minor	V	V	-3	0	1	3	0	-1	True	False	False
1380.0	6.0	115.0	59	5	B	0.0	4	4	2.0	1.0	1/8	True	-3	29.0	29.0	29.0	29a	3	115	False	True				False	80	V6	Eb	vi		V6		V		6			M	False	True	(5, 2, 1)	()	1	5	major	minor	vi	vi, major	V		vi	vi	True	V6	V6, minor		V6, minor		V	-3	0	0	8	5	5	True	False	True
1380.0	6.0	115.0	62	2	D	0.0	4	4	2.0	1.0	1/8	True	-3	29.0	29.0	29.0	29a	4	115	False	True				False	80	V6	Eb	vi		V6		V		6			M	False	True	(5, 2, 1)	()	1	5	major	minor	vi	vi, major	V		vi	vi	True	V6	V6, minor		V6, minor		V	-3	0	0	5	2	2	True	False	False
1380.0	3.0	115.0	79	1	G	0.0	4	4	1.0	1.0	1/16	True	-3	29.0	29.0	29.0	29a	5	115	False	True				False	80	V6	Eb	vi		V6		V		6			M	False	True	(5, 2, 1)	()	1	5	major	minor	vi	vi, major	V		vi	vi	True	V6	V6, minor		V6, minor		V	-3	0	0	4	1	1	True	True	False
1380.0	3.0	115.0	86	2	D	0.0	4	4	1.0	1.0	1/16	True	-3	29.0	29.0	29.0	29a	6	115	False	True				False	80	V6	Eb	vi		V6		V		6			M	False	True	(5, 2, 1)	()	1	5	major	minor	vi	vi, major	V		vi	vi	True	V6	V6, minor		V6, minor		V	-3	0	0	5	2	2	True	False	False
1383.0	3.0	115.25	74	2	D	0.0	4	4	1.0	1.0	1/16	True	-3	29.0	29.0	29.0	29a	5	461/4	False	False				False	80	V6	Eb	vi		V6		V		6			M	False	True	(5, 2, 1)	()	1	5	major	minor	vi	vi, major	V		vi	vi	True	V6	V6, minor		V6, minor		V	-3	0	0	5	2	2	True	False	False
1386.0	6.0	115.5	71	5	B	0.0	4	4	2.0	1.0	1/8	True	-3	29.0	29.0	29.0	29a	4	231/2	False	False				False	80	V6	Eb	vi		V6		V		6			M	False	True	(5, 2, 1)	()	1	5	major	minor	vi	vi, major	V		vi	vi	True	V6	V6, minor		V6, minor		V	-3	0	0	8	5	5	True	False	True
1389.0	3.0	115.75	74	2	D	0.0	4	4	1.0	1.0	1/16	True	-3	29.0	29.0	29.0	29a	5	463/4	False	False				False	80	V6	Eb	vi		V6		V		6			M	False	True	(5, 2, 1)	()	1	5	major	minor	vi	vi, major	V		vi	vi	True	V6	V6, minor		V6, minor		V	-3	0	0	5	2	2	True	False	False
1392.0	6.0	116.0	60	0	C	0.0	4	4	2.0	1.0	1/8	True	-3	30.0	30.0	30.0	30a	4	116	False	True			}	True	81	i}	Eb	vi		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	-3	0	0	3	0	0	True	True	True
1392.0	6.0	116.0	67	1	G	0.0	4	4	2.0	1.0	1/8	True	-3	30.0	30.0	30.0	30a	4	116	False	True			}	True	81	i}	Eb	vi		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	-3	0	0	4	1	1	True	False	False
1392.0	6.0	116.0	72	0	C	0.0	4	4	2.0	1.0	1/8	True	-3	30.0	30.0	30.0	30a	5	116	False	True			}	True	81	i}	Eb	vi		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	-3	0	0	3	0	0	True	True	True
1392.0	6.0	116.0	75	-3	E	-1.0	4	4	1.0	1.0	1/8	True	-3	30.0	30.0	30.0	30a	5	116	False	True			}	True	81	i}	Eb	vi		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	-3	0	0	0	-3	-3	True	False	False
1392.0	6.0	116.0	79	1	G	0.0	4	4	1.0	1.0	1/8	True	-3	30.0	30.0	30.0	30a	5	116	False	True			}	True	81	i}	Eb	vi		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	-3	0	0	4	1	1	True	False	False
1392.0	6.0	116.0	87	-3	E	-1.0	4	4	1.0	1.0	1/8	True	-3	30.0	30.0	30.0	30a	6	116	False	True			}	True	81	i}	Eb	vi		i		i					m	False	True	(0, -3, 1)	()	0	0	major	minor	vi	vi, major	i		vi	vi	True	i	i, minor		i, minor		i	-3	0	0	0	-3	-3	True	False	False
1398.0	6.0	116.5	58	-2	B	-1.0	4	4	2.0	1.0	1/8	True	-3	30.0	30.0	30.0	30a	3	233/2	False	True			{	False	82	V.ii2{	Eb	V		ii2		ii		2			mm7	False	False	(0, 2, -1, 3)	()	2	0	major	major	V	V, major	ii		V	V	False	ii2	ii2, major		ii2, major		ii	-3	-2	-2	1	0	0	True	False	True
1398.0	6.0	116.5	60	0	C	0.0	4	4	2.0	1.0	1/8	True	-3	30.0	30.0	30.0	30a	4	233/2	False	True			{	False	82	V.ii2{	Eb	V		ii2		ii		2			mm7	False	False	(0, 2, -1, 3)	()	2	0	major	major	V	V, major	ii		V	V	False	ii2	ii2, major		ii2, major		ii	-3	-2	-2	3	2	2	True	True	False
1398.0	6.0	116.5	70	-2	B	-1.0	4	4	2.0	1.0	1/8	True	-3	30.0	30.0	30.0	30a	4	233/2	False	True			{	False	82	V.ii2{	Eb	V		ii2		ii		2			mm7	False	False	(0, 2, -1, 3)	()	2	0	major	major	V	V, major	ii		V	V	False	ii2	ii2, major		ii2, major		ii	-3	-2	-2	1	0	0	True	False	True
1398.0	6.0	116.5	75	-3	E	-1.0	4	4	1.0	1.0	1/8	True	-3	30.0	30.0	30.0	30a	5	233/2	False	True			{	False	82	V.ii2{	Eb	V		ii2		ii		2			mm7	False	False	(0, 2, -1, 3)	()	2	0	major	major	V	V, major	ii		V	V	False	ii2	ii2, major		ii2, major		ii	-3	-2	-2	0	-1	-1	True	False	False
1398.0	6.0	116.5	79	1	G	0.0	4	4	1.0	1.0	1/8	True	-3	30.0	30.0	30.0	30a	5	233/2	False	True			{	False	82	V.ii2{	Eb	V		ii2		ii		2			mm7	False	False	(0, 2, -1, 3)	()	2	0	major	major	V	V, major	ii		V	V	False	ii2	ii2, major		ii2, major		ii	-3	-2	-2	4	3	3	True	False	False
1398.0	6.0	116.5	84	0	C	0.0	4	4	1.0	1.0	1/8	True	-3	30.0	30.0	30.0	30a	6	233/2	False	True			{	False	82	V.ii2{	Eb	V		ii2		ii		2			mm7	False	False	(0, 2, -1, 3)	()	2	0	major	major	V	V, major	ii		V	V	False	ii2	ii2, major		ii2, major		ii	-3	-2	-2	3	2	2	True	True	False
1398.0	6.0	116.5	87	-3	E	-1.0	4	4	1.0	1.0	1/8	True	-3	30.0	30.0	30.0	30a	6	233/2	False	True			{	False	82	V.ii2{	Eb	V		ii2		ii		2			mm7	False	False	(0, 2, -1, 3)	()	2	0	major	major	V	V, major	ii		V	V	False	ii2	ii2, major		ii2, major		ii	-3	-2	-2	0	-1	-1	True	False	False
1404.0	12.0	117.0	57	3	A	0.0	4	4	2.0	1.0	1/4	True	-3	30.0	30.0	30.0	30a	3	117	False	True				False	83	V6	Eb	V		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V6	V6, major		V6, major		V	-3	-2	-2	6	5	5	True	False	True
1404.0	12.0	117.0	60	0	C	0.0	4	4	2.0	1.0	1/4	True	-3	30.0	30.0	30.0	30a	4	117	False	True				False	83	V6	Eb	V		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V6	V6, major		V6, major		V	-3	-2	-2	3	2	2	True	False	False
1404.0	12.0	117.0	69	3	A	0.0	4	4	2.0	1.0	1/4	True	-3	30.0	30.0	30.0	30a	4	117	False	True				False	83	V6	Eb	V		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V6	V6, major		V6, major		V	-3	-2	-2	6	5	5	True	False	True
1404.0	24.0	117.0	77	-1	F	0.0	4	4	1.0	1.0	1/2	True	-3	30.0	30.0	30.0	30a	5	117	False	True				False	83	V6	Eb	V		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V6	V6, major		V6, major		V	-3	-2	-2	2	1	1	True	True	False
1404.0	24.0	117.0	84	0	C	0.0	4	4	1.0	1.0	1/2	True	-3	30.0	30.0	30.0	30a	6	117	False	True				False	83	V6	Eb	V		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V6	V6, major		V6, major		V	-3	-2	-2	3	2	2	True	False	False
1404.0	24.0	117.0	89	-1	F	0.0	4	4	1.0	1.0	1/2	True	-3	30.0	30.0	30.0	30a	6	117	False	True				False	83	V6	Eb	V		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V6	V6, major		V6, major		V	-3	-2	-2	2	1	1	True	True	False
1416.0	6.0	118.0	57	3	A	0.0	4	4	2.0	1.0	1/8	False	-3	30.0	30.0	30.0	30a	3	118	False	False				False	83	V6	Eb	V		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V6	V6, major		V6, major		V	-3	-2	-2	6	5	5	True	False	True
1416.0	6.0	118.0	60	0	C	0.0	4	4	2.0	1.0	1/8	False	-3	30.0	30.0	30.0	30a	4	118	False	False				False	83	V6	Eb	V		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V6	V6, major		V6, major		V	-3	-2	-2	3	2	2	True	False	False
1416.0	6.0	118.0	69	3	A	0.0	4	4	2.0	1.0	1/8	False	-3	30.0	30.0	30.0	30a	4	118	False	False				False	83	V6	Eb	V		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V6	V6, major		V6, major		V	-3	-2	-2	6	5	5	True	False	True
1422.0	6.0	118.5	53	-1	F	0.0	4	4	2.0	1.0	1/8	True	-3	30.0	30.0	30.0	30a	3	237/2	False	False				False	83	V6	Eb	V		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V6	V6, major		V6, major		V	-3	-2	-2	2	1	1	True	True	False
1422.0	6.0	118.5	65	-1	F	0.0	4	4	2.0	1.0	1/8	True	-3	30.0	30.0	30.0	30a	4	237/2	False	False				False	83	V6	Eb	V		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V6	V6, major		V6, major		V	-3	-2	-2	2	1	1	True	True	False
1428.0	6.0	119.0	55	1	G	0.0	4	4	2.0	1.0	1/8	True	-3	30.0	30.0	30.0	30a	3	119	False	True				False	84	V+6	Eb	V		V+6		V	+	6			+	False	False	(5, 9, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V+6	V+6, major		V+6, major		V	-3	-2	-2	4	3	3	False	False	False
1428.0	6.0	119.0	67	1	G	0.0	4	4	2.0	1.0	1/8	True	-3	30.0	30.0	30.0	30a	4	119	False	True				False	84	V+6	Eb	V		V+6		V	+	6			+	False	False	(5, 9, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V+6	V+6, major		V+6, major		V	-3	-2	-2	4	3	3	False	False	False
1428.0	12.0	119.0	73	7	C	1.0	4	4	1.0	1.0	1/4	True	-3	30.0	30.0	30.0	30a	5	119	False	True				False	84	V+6	Eb	V		V+6		V	+	6			+	False	False	(5, 9, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V+6	V+6, major		V+6, major		V	-3	-2	-2	10	9	9	True	False	False
1428.0	12.0	119.0	77	-1	F	0.0	4	4	1.0	1.0	1/4	True	-3	30.0	30.0	30.0	30a	5	119	False	True				False	84	V+6	Eb	V		V+6		V	+	6			+	False	False	(5, 9, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V+6	V+6, major		V+6, major		V	-3	-2	-2	2	1	1	True	True	False
1428.0	12.0	119.0	85	7	C	1.0	4	4	1.0	1.0	1/4	True	-3	30.0	30.0	30.0	30a	6	119	False	True				False	84	V+6	Eb	V		V+6		V	+	6			+	False	False	(5, 9, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V+6	V+6, major		V+6, major		V	-3	-2	-2	10	9	9	True	False	False
1434.0	6.0	119.5	57	3	A	0.0	4	4	2.0	1.0	1/8	True	-3	30.0	30.0	30.0	30a	3	239/2	False	False				False	84	V+6	Eb	V		V+6		V	+	6			+	False	False	(5, 9, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V+6	V+6, major		V+6, major		V	-3	-2	-2	6	5	5	True	False	True
1434.0	6.0	119.5	69	3	A	0.0	4	4	2.0	1.0	1/8	True	-3	30.0	30.0	30.0	30a	4	239/2	False	False				False	84	V+6	Eb	V		V+6		V	+	6			+	False	False	(5, 9, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V+6	V+6, major		V+6, major		V	-3	-2	-2	6	5	5	True	False	True
1440.0	6.0	120.0	58	-2	B	-1.0	4	4	2.0	1.0	1/8	True	-3	31.0	31.0	31.0	31a	3	120	False	True				False	85	I	Eb	V		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	V	V, major	I		V	V	False	I	I, major		I, major		I	-3	-2	-2	1	0	0	True	True	True
1440.0	6.0	120.0	70	-2	B	-1.0	4	4	2.0	1.0	1/8	True	-3	31.0	31.0	31.0	31a	4	120	False	True				False	85	I	Eb	V		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	V	V, major	I		V	V	False	I	I, major		I, major		I	-3	-2	-2	1	0	0	True	True	True
1440.0	6.0	120.0	74	2	D	0.0	4	4	1.0	1.0	1/8	True	-3	31.0	31.0	31.0	31a	5	120	False	True				False	85	I	Eb	V		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	V	V, major	I		V	V	False	I	I, major		I, major		I	-3	-2	-2	5	4	4	True	False	False
1440.0	6.0	120.0	77	-1	F	0.0	4	4	1.0	1.0	1/8	True	-3	31.0	31.0	31.0	31a	5	120	False	True				False	85	I	Eb	V		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	V	V, major	I		V	V	False	I	I, major		I, major		I	-3	-2	-2	2	1	1	True	False	False
1440.0	6.0	120.0	86	2	D	0.0	4	4	1.0	1.0	1/8	True	-3	31.0	31.0	31.0	31a	6	120	False	True				False	85	I	Eb	V		I		I					M	False	False	(0, 4, 1)	()	0	0	major	major	V	V, major	I		V	V	False	I	I, major		I, major		I	-3	-2	-2	5	4	4	True	False	False
1446.0	6.0	120.5	58	-2	B	-1.0	4	4	2.0	1.0	1/8	True	-3	31.0	31.0	31.0	31a	3	241/2	False	True				False	86	ii2	Eb	V		ii2		ii		2			mm7	False	False	(0, 2, -1, 3)	()	2	0	major	major	V	V, major	ii		V	V	False	ii2	ii2, major		ii2, major		ii	-3	-2	-2	1	0	0	True	False	True
1446.0	6.0	120.5	60	0	C	0.0	4	4	2.0	1.0	1/8	True	-3	31.0	31.0	31.0	31a	4	241/2	False	True				False	86	ii2	Eb	V		ii2		ii		2			mm7	False	False	(0, 2, -1, 3)	()	2	0	major	major	V	V, major	ii		V	V	False	ii2	ii2, major		ii2, major		ii	-3	-2	-2	3	2	2	True	True	False
1446.0	6.0	120.5	70	-2	B	-1.0	4	4	2.0	1.0	1/8	True	-3	31.0	31.0	31.0	31a	4	241/2	False	True				False	86	ii2	Eb	V		ii2		ii		2			mm7	False	False	(0, 2, -1, 3)	()	2	0	major	major	V	V, major	ii		V	V	False	ii2	ii2, major		ii2, major		ii	-3	-2	-2	1	0	0	True	False	True
1446.0	6.0	120.5	75	-3	E	-1.0	4	4	1.0	1.0	1/8	True	-3	31.0	31.0	31.0	31a	5	241/2	False	True				False	86	ii2	Eb	V		ii2		ii		2			mm7	False	False	(0, 2, -1, 3)	()	2	0	major	major	V	V, major	ii		V	V	False	ii2	ii2, major		ii2, major		ii	-3	-2	-2	0	-1	-1	True	False	False
1446.0	6.0	120.5	79	1	G	0.0	4	4	1.0	1.0	1/8	True	-3	31.0	31.0	31.0	31a	5	241/2	False	True				False	86	ii2	Eb	V		ii2		ii		2			mm7	False	False	(0, 2, -1, 3)	()	2	0	major	major	V	V, major	ii		V	V	False	ii2	ii2, major		ii2, major		ii	-3	-2	-2	4	3	3	True	False	False
1446.0	6.0	120.5	84	0	C	0.0	4	4	1.0	1.0	1/8	True	-3	31.0	31.0	31.0	31a	6	241/2	False	True				False	86	ii2	Eb	V		ii2		ii		2			mm7	False	False	(0, 2, -1, 3)	()	2	0	major	major	V	V, major	ii		V	V	False	ii2	ii2, major		ii2, major		ii	-3	-2	-2	3	2	2	True	True	False
1446.0	6.0	120.5	87	-3	E	-1.0	4	4	1.0	1.0	1/8	True	-3	31.0	31.0	31.0	31a	6	241/2	False	True				False	86	ii2	Eb	V		ii2		ii		2			mm7	False	False	(0, 2, -1, 3)	()	2	0	major	major	V	V, major	ii		V	V	False	ii2	ii2, major		ii2, major		ii	-3	-2	-2	0	-1	-1	True	False	False
1452.0	12.0	121.0	57	3	A	0.0	4	4	2.0	1.0	1/4	True	-3	31.0	31.0	31.0	31a	3	121	False	True				False	87	V6	Eb	V		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V6	V6, major		V6, major		V	-3	-2	-2	6	5	5	True	False	True
1452.0	12.0	121.0	60	0	C	0.0	4	4	2.0	1.0	1/4	True	-3	31.0	31.0	31.0	31a	4	121	False	True				False	87	V6	Eb	V		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V6	V6, major		V6, major		V	-3	-2	-2	3	2	2	True	False	False
1452.0	12.0	121.0	69	3	A	0.0	4	4	2.0	1.0	1/4	True	-3	31.0	31.0	31.0	31a	4	121	False	True				False	87	V6	Eb	V		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V6	V6, major		V6, major		V	-3	-2	-2	6	5	5	True	False	True
1452.0	24.0	121.0	77	-1	F	0.0	4	4	1.0	1.0	1/2	True	-3	31.0	31.0	31.0	31a	5	121	False	True				False	87	V6	Eb	V		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V6	V6, major		V6, major		V	-3	-2	-2	2	1	1	True	True	False
1452.0	24.0	121.0	84	0	C	0.0	4	4	1.0	1.0	1/2	True	-3	31.0	31.0	31.0	31a	6	121	False	True				False	87	V6	Eb	V		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V6	V6, major		V6, major		V	-3	-2	-2	3	2	2	True	False	False
1452.0	24.0	121.0	89	-1	F	0.0	4	4	1.0	1.0	1/2	True	-3	31.0	31.0	31.0	31a	6	121	False	True				False	87	V6	Eb	V		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V6	V6, major		V6, major		V	-3	-2	-2	2	1	1	True	True	False
1464.0	6.0	122.0	57	3	A	0.0	4	4	2.0	1.0	1/8	False	-3	31.0	31.0	31.0	31a	3	122	False	False				False	87	V6	Eb	V		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V6	V6, major		V6, major		V	-3	-2	-2	6	5	5	True	False	True
1464.0	6.0	122.0	60	0	C	0.0	4	4	2.0	1.0	1/8	False	-3	31.0	31.0	31.0	31a	4	122	False	False				False	87	V6	Eb	V		V6		V		6			M	False	False	(5, 2, 1)	()	1	5	major	major	V	V, major	V		V	V	False	V6	V6, major		V6, major		V	-3	-2	-2	3	2	2	True	False	False
